
2	180	1800
11	3600	10080
2	684	3600
4	1476	1800
3	1152	1800
1	2196	3600
1	1152	1800
2	6588	9000
4	10836	10800
0	6444	10800
4	11412	21600
1	12240	14400
3	15120	14400
0	4320	3600
1	191.16	3600
1	222.84	0
2	568.8	1800
1	291.6	1800
8	3765.6	7200
9	6300	18000
6	10656	16200
7	17892	9000
4	1512	14400
3	16920	7200
0	3240	0
4	5400	14400
1	7200	21600
0	4320	14400
2	4320	21600
2	7920	36000
3	27360	28800
